timestamp,voltage,temperature,vibration,pressure
22-11-2025 01:25,223.11,82.9,0.358,0.89
22-11-2025 01:26,273.62,89.7,0.888,1.38
22-11-2025 01:26,257.6,72.6,0.584,1.42
22-11-2025 01:26,265.85,63,0.129,1.25
22-11-2025 01:27,231.12,79.7,0.146,0.9
22-11-2025 01:27,275.51,88.8,0.26,1.37
22-11-2025 01:27,267.1,72.5,0.922,1.25
22-11-2025 01:28,231.09,59.2,0.311,0.89
22-11-2025 01:28,227.39,61.1,0.911,1.17
22-11-2025 01:28,245.82,88.1,0.853,1.22
22-11-2025 01:29,227.59,78.1,0.873,0.89
22-11-2025 01:29,233.98,71.5,0.104,0.8
22-11-2025 01:29,236.43,56.9,0.798,1.4
22-11-2025 01:30,271.42,69.2,0.468,1.1
22-11-2025 01:30,249.2,70.9,0.378,0.93
22-11-2025 01:30,229.81,80.8,0.44,1.23
22-11-2025 01:31,263.24,55.6,0.861,1.27
22-11-2025 01:31,241.36,69,0.888,1.14
22-11-2025 01:31,259.18,70.9,0.563,1.29
22-11-2025 01:32,222.35,64.6,0.562,1.36
22-11-2025 01:32,254.5,78,0.164,0.81
22-11-2025 01:32,244.89,88.5,0.562,1.03
22-11-2025 01:37,255.66,69.1,0.982,1.16
22-11-2025 01:37,266.47,55.5,0.433,1.47
22-11-2025 01:37,222.91,89.1,0.297,1.15
22-11-2025 01:38,231.9,73.2,0.105,1.07
22-11-2025 01:38,252.18,81,0.588,1.31
22-11-2025 01:38,265.63,59.4,0.135,1.15
22-11-2025 01:39,259.11,73.4,0.309,1.5
22-11-2025 01:39,251.56,65.6,0.971,1.04
22-11-2025 01:39,229.35,58.8,0.545,1.21
22-11-2025 01:40,249.69,84.7,0.685,1.26
22-11-2025 01:40,224.04,58,0.717,0.94
22-11-2025 01:40,238.29,56.8,0.923,1.38
22-11-2025 01:41,240.01,83,0.27,1.31
22-11-2025 01:41,229.27,61.5,0.443,0.98
22-11-2025 01:41,290.12,79.2,0.275,1.48
22-11-2025 01:42,250.13,55.2,0.768,1.44
22-11-2025 01:42,239.62,70,0.471,0.92
22-11-2025 01:42,247.43,56.5,0.691,1.46
22-11-2025 01:43,251.23,74.7,0.938,1.15
22-11-2025 01:43,255.06,82.1,0.586,1.25
22-11-2025 01:43,264.32,75.4,0.657,1.36
22-11-2025 01:44,242.81,67.5,0.127,1.09
22-11-2025 01:44,253.01,69.3,0.372,1.16
22-11-2025 01:44,223.25,71.2,0.869,1.22
22-11-2025 01:45,259.66,70.6,0.165,1.34
22-11-2025 01:45,265.89,79.4,0.646,1.05
22-11-2025 01:45,264.88,86.2,0.821,1.17
22-11-2025 01:46,274.14,84.5,0.976,1.29
22-11-2025 01:46,241.08,64.6,0.859,1.02
22-11-2025 01:46,270.98,85.9,0.193,1.23
22-11-2025 01:47,240.61,82.8,0.406,1.41
22-11-2025 01:47,271.03,64.7,0.814,1.24
22-11-2025 01:47,290.04,69.5,0.847,1.45
22-11-2025 01:48,223.27,80,0.333,0.86
22-11-2025 01:48,246.7,62.1,0.526,1.25
22-11-2025 01:48,225.62,81.4,0.483,1.13
22-11-2025 01:48,225.62,81.4,1.13,1.13
22-11-2025 01:48,225.62,81.4,0.483,
22-11-2025 01:49,228.65,65.6,0.433,0.93
22-11-2025 01:49,246.75,89.8,0.652,1.34
22-11-2025 01:50,277.54,73.7,0.492,1.31
22-11-2025 01:50,279.2,79.4,0.835,1.32
22-11-2025 01:50,222.29,82.5,0.466,0.99
22-11-2025 01:51,239.52,70.4,0.873,1.12
22-11-2025 01:51,221.81,73.5,0.254,1.08
22-11-2025 01:51,272.57,56.6,0.555,1.41
22-11-2025 01:52,264.74,86.8,0.762,0.82
22-11-2025 01:52,237.68,61.9,0.231,1.38
22-11-2025 01:52,258.23,84.1,0.181,1.29
22-11-2025 01:53,248.35,56.9,0.579,0.96
22-11-2025 01:53,241.68,85,0.927,1.1
22-11-2025 01:53,243.05,73.7,0.288,1.26
22-11-2025 01:54,235.03,76.7,0.909,1.41
22-11-2025 01:54,226.35,67.6,0.886,1.15
22-11-2025 01:54,240.6,77.7,0.459,1.11
22-11-2025 01:55,273.03,83.2,0.512,1.23
22-11-2025 01:55,271.55,57.6,0.374,0.9
22-11-2025 01:55,263.33,70.5,0.137,1.3
22-11-2025 01:56,234.11,62,0.266,0.96
22-11-2025 01:56,262.78,61.6,0.364,0.91
22-11-2025 01:56,227.78,73.5,0.456,0.82
22-11-2025 01:57,226.86,68.5,0.405,1.05
22-11-2025 01:57,243.91,60,0.147,0.85
22-11-2025 01:57,247.38,66.7,0.595,1.45
22-11-2025 01:58,271.68,87.3,0.353,1.37
22-11-2025 01:58,252.67,63.1,0.19,0.85
22-11-2025 01:58,230.12,65.9,0.946,1.03
22-11-2025 01:59,236.68,78.1,0.691,0.98
22-11-2025 01:59,256.84,64.6,0.171,0.95
22-11-2025 01:59,239.21,68.5,0.833,1.37
22-11-2025 02:00,233.52,57.9,0.216,1.27
22-11-2025 02:00,275.48,77.8,0.328,0.94
22-11-2025 02:00,232.73,64.3,0.226,0.82
22-11-2025 02:01,259.66,68.7,0.946,1.34
22-11-2025 02:01,253.53,67.7,0.343,1.14
22-11-2025 02:01,265.71,55.2,0.151,0.88
22-11-2025 02:02,257.49,58.4,0.726,1.49
22-11-2025 02:02,235.41,88.9,0.952,1.45
22-11-2025 02:02,233.73,89.8,0.379,0.84
22-11-2025 02:03,224.87,59.4,0.325,1.29
22-11-2025 02:03,257.36,66.8,0.455,0.95
22-11-2025 02:03,227.23,57.7,0.559,1.39
22-11-2025 02:04,261.86,57.7,0.595,0.93
22-11-2025 02:04,248.96,86.3,0.712,1.25
22-11-2025 02:04,262.95,55.5,0.726,0.94
22-11-2025 02:05,239.72,56.7,0.88,0.95
22-11-2025 02:05,224.76,88.4,0.466,1.06
22-11-2025 02:05,237.05,66.1,0.847,1.42
22-11-2025 02:06,221.42,75.4,0.582,1.1
22-11-2025 02:06,238.06,64.8,0.556,1.45
22-11-2025 02:06,257.43,81.9,0.772,1.05
22-11-2025 02:07,260.57,65.4,0.171,1.47
22-11-2025 02:07,240.08,83.1,0.789,1.35
22-11-2025 02:07,222.39,56.8,0.331,1.36
22-11-2025 02:08,229.76,61.5,0.709,1.31
22-11-2025 02:08,240.73,55,0.637,1.25
22-11-2025 02:08,253,66.5,0.112,1.15
22-11-2025 02:09,253.66,63.4,0.913,0.92
22-11-2025 02:09,247.16,66.3,0.371,1.26
22-11-2025 02:09,230.75,71,0.563,1.39
22-11-2025 02:10,221.41,61.2,0.258,0.89
22-11-2025 02:10,221.51,67.6,0.104,1.38
22-11-2025 02:10,256.86,76.9,0.909,1.37
22-11-2025 02:11,261.33,89.9,0.804,1
22-11-2025 02:11,268.22,87.6,0.748,1.42
22-11-2025 02:11,265.27,84.7,0.317,1.41
22-11-2025 02:12,269.69,68.1,0.163,0.93
22-11-2025 02:12,270.61,65.6,0.382,1.06
22-11-2025 02:12,247.09,55,0.198,1.13
22-11-2025 02:13,272.14,89.7,0.136,1.04
22-11-2025 02:13,262.74,85.6,0.686,1.3
22-11-2025 02:13,254.75,69.6,0.582,1.1
22-11-2025 02:14,273.29,69.2,0.133,0.99
22-11-2025 02:14,279.97,78.9,0.732,1.17
22-11-2025 02:14,254.59,56.4,0.421,1.42
22-11-2025 02:15,274.33,87.4,0.74,0.86
22-11-2025 02:15,275.54,79.8,0.423,1.35
22-11-2025 02:15,252.71,56.5,0.723,1.18
22-11-2025 02:16,265.28,68.1,0.668,1
22-11-2025 02:16,259.4,74.4,0.448,1.35
22-11-2025 02:16,248.52,65.9,0.355,0.97
22-11-2025 02:17,249.66,56.4,0.636,0.99
22-11-2025 02:17,222.41,88.1,0.132,0.86
22-11-2025 02:17,256.28,64.8,0.481,0.88
22-11-2025 02:18,220.08,55.1,0.915,1.04
22-11-2025 02:18,273.49,77.8,0.445,1.04
22-11-2025 02:18,260.12,55.2,0.374,0.88
22-11-2025 02:19,259.12,59.2,0.625,1.2
22-11-2025 02:19,273.07,57.7,0.172,1.13
22-11-2025 02:19,232.68,89.5,0.919,1
22-11-2025 02:20,237.72,61.3,0.607,1.29
22-11-2025 02:20,235.14,83.5,0.861,1
22-11-2025 02:20,221.24,56,0.633,1.04
22-11-2025 02:21,230.35,85.8,0.57,1.46
22-11-2025 02:21,221.21,75,0.708,1.45
22-11-2025 02:21,252.4,84.6,0.766,0.81
22-11-2025 02:22,263.61,87,0.824,1.14
22-11-2025 02:22,247.44,79.2,0.736,1.27
22-11-2025 02:22,238.85,60.5,0.573,1.34
22-11-2025 02:23,237.55,79.6,0.193,1.1
22-11-2025 02:23,227.21,84.9,0.853,0.94
22-11-2025 02:23,266.17,86.2,0.484,0.88
22-11-2025 02:24,269.13,69.7,0.709,0.94
22-11-2025 02:24,260.74,57.5,0.508,1.06
22-11-2025 02:24,229.2,62.4,0.573,1.49
22-11-2025 02:25,243.26,55.7,0.265,0.93
22-11-2025 02:25,254.01,83.9,0.332,1.31
22-11-2025 02:25,273.65,85.7,0.65,1.16
22-11-2025 02:26,239.16,73.2,0.559,1.06
22-11-2025 02:26,242.71,86.1,0.254,1.03
22-11-2025 02:26,271.59,71.2,0.895,1.2
22-11-2025 02:27,234.41,76,0.855,1.12
22-11-2025 02:27,240.73,65.4,0.679,1.3
22-11-2025 02:27,238.87,63.7,0.668,1.13
22-11-2025 02:28,231.9,82.9,0.68,1.3
22-11-2025 02:28,232.46,66.7,0.852,1.08
22-11-2025 02:28,273.73,72,0.47,1.34
22-11-2025 02:29,244.05,72.1,0.786,0.97
22-11-2025 02:29,246.45,76.4,0.265,1.13
22-11-2025 02:29,221.45,74,0.425,0.96
22-11-2025 02:32,396.24,71.2,0.169,1.44
22-11-2025 02:33,374.06,60.9,0.619,1.42
22-11-2025 02:34,228.5,56.7,0.965,1.28
22-11-2025 02:34,362.56,74.1,0.448,1.09
22-11-2025 02:35,357.23,60.4,0.55,0.84
22-11-2025 02:35,268.25,82.4,0.157,1.22
22-11-2025 02:36,310.45,88.3,0.943,1.42
22-11-2025 02:36,308.35,65.8,0.661,1.44
22-11-2025 02:37,250.33,73.2,0.273,1.27
22-11-2025 02:37,391.13,58.2,0.322,1.35
22-11-2025 02:38,305.81,67.2,0.515,1.16
22-11-2025 02:38,354.69,61.8,0.785,1.07
22-11-2025 02:39,327.93,60.7,0.189,1.2
22-11-2025 02:39,271.77,84,0.406,0.82
22-11-2025 02:40,392.43,61.1,0.434,0.84
22-11-2025 02:40,326.55,75.6,0.9,1.21
22-11-2025 02:41,280.76,78.7,0.381,0.84
22-11-2025 02:41,247.62,70.3,0.208,1.45
2025-11-22 02:43:27,251.98,78.8,0.259,1.15
2025-11-22 02:44:27,363.53,69.2,0.989,1.28
2025-11-22 02:45:27,344.09,66.6,0.753,0.93
2025-11-22 02:46:27,229.11,71.6,0.76,1.23
2025-11-22 02:47:27,226.76,63.5,0.206,1.45
2025-11-22 02:48:27,387.54,56.6,0.538,1.01
2025-11-22 02:49:27,247.76,62.9,0.344,1.27
2025-11-22 02:50:27,301.24,76.1,0.793,1.03
2025-11-22 02:51:27,283.83,88.7,0.521,1.25
2025-11-22 02:52:27,287.11,81.1,0.79,1.01
2025-11-22 02:53:27,276.77,79.1,0.462,0.91
2025-11-22 02:54:27,280.44,77.8,0.881,1.35
2025-11-22 02:55:27,288.79,62.4,0.951,1.34
2025-11-22 02:56:27,360.85,66.5,0.956,1.18
2025-11-22 02:57:27,358.3,71.4,0.951,0.85
2025-11-22 02:57:29,307.92,79.8,0.232,1.36
2025-11-22 02:58:27,230.65,70.0,0.26,0.89
2025-11-22 02:58:29,353.59,74.4,0.34,0.95
2025-11-22 02:59:27,273.74,79.5,0.144,1.11
2025-11-22 02:59:29,270.09,70.9,0.478,1.19
2025-11-22 02:59:54,386.13,64.6,0.718,0.9
2025-11-22 03:00:29,258.47,66.5,0.887,1.21
2025-11-22 03:00:54,233.96,82.6,0.977,1.32
2025-11-22 03:01:29,331.13,56.2,0.686,1.06
2025-11-22 03:01:54,258.52,63.3,0.516,1.1
2025-11-22 03:02:29,387.15,80.5,0.314,1.06
2025-11-22 03:02:54,304.38,79.6,0.605,1.04
2025-11-22 03:03:29,301.49,60.6,0.906,1.08
2025-11-22 03:03:54,280.73,70.1,0.562,1.43
2025-11-22 03:04:29,380.22,69.7,0.596,1.31
2025-11-22 03:04:54,354.09,57.5,0.504,1.02
2025-11-22 03:05:29,293.08,86.4,0.696,0.97
2025-11-22 03:05:54,334.17,73.4,0.239,1.38
2025-11-22 03:06:29,336.53,67.3,0.273,1.07
2025-11-22 03:06:54,305.44,89.2,0.557,1.34
2025-11-22 03:07:29,384.99,65.9,0.454,1.42
2025-11-22 03:07:54,232.33,65.6,0.873,0.84
2025-11-22 03:08:29,265.01,77.1,0.241,0.81
2025-11-22 03:08:54,335.19,75.8,0.205,0.85
2025-11-22 03:09:29,298.78,76.3,0.853,1.39
2025-11-22 03:09:54,243.72,73.8,0.617,1.43
2025-11-22 03:10:29,336.92,56.1,0.287,0.95
2025-11-22 03:10:54,292.02,58.5,0.213,1.4
2025-11-22 03:11:29,257.01,61.0,0.697,1.31
2025-11-22 03:11:54,287.46,74.3,0.196,0.89
2025-11-22 03:12:29,228.4,73.0,0.757,1.46
2025-11-22 03:12:54,257.25,57.2,0.173,1.02
2025-11-22 03:13:29,335.12,77.8,0.144,1.26
2025-11-22 03:13:54,374.33,64.0,0.337,1.21
2025-11-22 03:14:29,287.71,76.9,0.504,0.98
2025-11-22 03:14:54,358.1,71.4,0.27,1.16
2025-11-22 03:15:29,378.31,70.8,0.544,0.82
2025-11-22 03:15:54,261.1,58.8,0.573,1.42
2025-11-22 03:16:29,270.41,84.7,0.83,1.13
2025-11-22 03:16:54,222.45,84.5,0.477,1.05
2025-11-22 03:17:29,342.88,83.7,0.559,1.37
2025-11-22 03:17:54,221.03,65.7,0.559,1.12
2025-11-22 03:18:29,285.76,88.3,0.275,1.42
2025-11-22 03:18:54,311.19,76.3,0.921,1.47
2025-11-22 03:19:29,309.22,59.2,0.394,1.17
2025-11-22 03:19:54,355.0,88.0,0.668,1.29
2025-11-22 03:20:29,243.79,83.5,0.801,1.4
2025-11-22 03:20:54,372.17,73.2,0.678,0.88
2025-11-22 03:21:29,234.49,72.8,0.805,1.12
2025-11-22 03:21:54,372.05,74.4,0.708,0.93
2025-11-22 03:22:29,375.43,76.1,0.868,0.93
2025-11-22 03:22:54,323.27,55.1,0.402,1.1
2025-11-22 03:23:29,263.89,78.2,0.82,1.27
2025-11-22 03:23:54,283.22,70.8,0.745,1.23
2025-11-22 03:24:29,304.97,69.0,0.51,0.84
2025-11-22 03:24:54,327.77,58.6,0.106,0.98
2025-11-22 03:25:29,252.19,63.8,0.865,1.39
2025-11-22 03:25:54,234.56,80.4,0.992,1.27
2025-11-22 03:26:29,245.07,62.3,0.744,1.14
2025-11-22 03:26:54,280.52,85.2,0.755,0.83
2025-11-22 03:27:29,383.38,69.4,0.649,1.4
2025-11-22 03:27:54,321.53,65.5,0.761,1.06
2025-11-22 03:28:29,266.13,61.6,0.894,1.41
2025-11-22 03:28:54,309.29,83.4,0.508,1.35
2025-11-22 03:29:29,221.86,70.9,0.351,1.21
2025-11-22 03:29:54,244.27,74.0,0.619,0.92
2025-11-22 03:30:29,241.03,79.6,0.374,1.21
2025-11-22 03:30:54,390.84,75.0,0.458,1.12
2025-11-22 03:31:29,265.9,83.2,0.792,1.05
2025-11-22 03:31:54,258.1,81.6,0.112,1.49
2025-11-22 03:32:29,312.73,82.7,0.597,1.12
2025-11-22 03:32:54,265.79,75.9,0.28,0.86
2025-11-22 03:33:29,361.62,84.8,0.846,0.94
2025-11-22 03:33:54,327.84,57.9,0.477,1.32
2025-11-22 03:34:29,245.91,78.4,0.49,0.81
2025-11-22 03:34:54,319.62,83.3,0.651,1.19
2025-11-22 03:35:29,334.41,74.2,0.313,1.35
2025-11-22 03:35:54,254.61,89.7,0.273,1.14
2025-11-22 03:36:29,309.27,56.0,0.904,1.04
2025-11-22 03:36:54,347.32,58.2,0.685,1.0
2025-11-22 03:37:29,289.25,71.2,0.685,1.09
2025-11-22 03:37:54,266.74,55.7,0.698,0.93
